"snapshot_id","contract_number","decision","tracs_overall_expiration_date","time_diff","contract_term_months_qty","tracs_status_name","previous_status"
"c2015-05","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2015-08","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2015-09","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2015-10","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2015-11","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2015-12","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-01","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-04","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-05","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-05","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-08","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-08","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-08","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-08","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-08","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-08","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2016-09","MO360006012","no change","2033-06-30 00:00:00","00:00:00",240,"Active","Active"
"c2003-06","MO36M000058","other","1999-06-30 00:00:00","",92,"Expired",""
"c2005-01","MO36M000058","no change","1999-06-30 00:00:00","00:00:00",92,"Expired","Expired"
"c2005-05","MO36M000058","no change","1999-06-30 00:00:00","00:00:00",92,"Expired","Expired"
"c2005-07","MO36M000058","no change","1999-06-30 00:00:00","00:00:00",92,"Expired","Expired"
"c2006-02","MO36M000058","no change","1999-06-30 00:00:00","00:00:00",92,"Expired","Expired"
"c2006-04","MO36M000058","no change","1999-06-30 00:00:00","00:00:00",92,"Expired","Expired"
"c2006-05","MO36M000058","no change","1999-06-30 00:00:00","00:00:00",92,"Expired","Expired"
"c2006-07","MO36M000058","no change","1999-06-30 00:00:00","00:00:00",92,"Expired","Expired"
"c2006-09","MO36M000058","no change","1999-06-30 00:00:00","00:00:00",92,"Expired","Expired"
"c2003-06","NC19M000063","other","1999-09-30 00:00:00","",204,"Expired",""
"c2005-01","NC19M000063","in","2009-03-31 00:00:00","3470 days",60,"Active","Expired"
"c2005-05","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2005-07","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2006-02","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2006-04","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2006-05","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2006-07","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2006-09","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2007-01","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2007-02","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2007-07","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2007-09","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2007-12","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2008-03","NC19M000063","no change","2009-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2009-02","NC19M000063","in","2014-03-31 00:00:00","1826 days",60,"Active","Active"
"c2009-11","NC19M000063","in","2019-03-31 00:00:00","1826 days",60,"Active","Active"
"c2011-09","NC19M000063","other","2014-03-31 00:00:00","-1826 days",60,"Active","Active"
"c2012-03","NC19M000063","in","2019-03-31 00:00:00","1826 days",60,"Active","Active"
"c2012-12","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2013-09","NC19M000063","other","2014-03-31 00:00:00","-1826 days",60,"Active","Active"
"c2014-10","NC19M000063","in","2019-03-31 00:00:00","1826 days",60,"Active","Active"
"c2014-11","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2015-03","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2015-04","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2015-05","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2015-08","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2015-09","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2015-10","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2015-11","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2015-12","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-01","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-04","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-05","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-05","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-08","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-08","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-08","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-08","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-08","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-08","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2016-09","NC19M000063","no change","2019-03-31 00:00:00","00:00:00",60,"Active","Active"
"c2003-06","NJ39C940001","other","1999-06-30 00:00:00","",60,"Expired",""
"c2003-06","NJ39CS94001","other","1999-10-31 00:00:00","",60,"Expired",""
"c2005-01","NJ39CS94001","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-05","NJ39CS94001","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-07","NJ39CS94001","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-02","NJ39CS94001","in","2006-04-30 00:00:00","2373 days",78,"Active","Expired"
"c2006-04","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Active","Active"
"c2006-05","NJ39CS94001","out","2006-04-30 00:00:00","00:00:00",78,"Expired","Active"
"c2006-07","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Expired","Expired"
"c2006-09","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Expired","Expired"
"c2007-01","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Expired","Expired"
"c2007-02","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Expired","Expired"
"c2007-07","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Expired","Expired"
"c2007-09","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Expired","Expired"
"c2007-12","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Expired","Expired"
"c2008-03","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Expired","Expired"
"c2009-02","NJ39CS94001","no change","2006-04-30 00:00:00","00:00:00",78,"Expired","Expired"
"c2003-06","NJ39CS94002","other","1999-11-03 00:00:00","",60,"Expired",""
"c2005-01","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-05","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-07","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-02","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-04","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-05","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-07","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-09","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-01","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-02","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-07","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-09","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-12","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2008-03","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2009-02","NJ39CS94002","no change","1999-11-03 00:00:00","00:00:00",60,"Expired","Expired"
"c2003-06","NJ39CS94005","other","1999-10-31 00:00:00","",60,"Expired",""
"c2005-01","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-05","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-07","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-02","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-04","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-05","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-07","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-09","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-01","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-02","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-07","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-09","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-12","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2008-03","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2009-02","NJ39CS94005","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2003-06","NY06CS94011","other","1999-08-31 00:00:00","",60,"Expired",""
"c2005-01","NY06CS94011","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-05","NY06CS94011","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-07","NY06CS94011","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-02","NY06CS94011","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-04","NY06CS94011","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-05","NY06CS94011","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2003-06","NY06CS94012","other","1999-08-31 00:00:00","",60,"Expired",""
"c2005-01","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-05","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-07","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-02","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-04","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-05","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-07","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-09","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-01","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-02","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-07","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-09","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-12","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2008-03","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2009-02","NY06CS94012","no change","1999-08-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2003-06","NY36L000058","other","1999-05-31 00:00:00","",84,"Expired",""
"c2005-01","NY36L000058","no change","1999-05-31 00:00:00","00:00:00",84,"Expired","Expired"
"c2003-06","NY36L000124","other","1999-07-31 00:00:00","",72,"Suspended",""
"c2003-06","NY36M000163","other","1999-07-31 00:00:00","",206,"Suspended",""
"c2003-06","NY36M000258","other","1999-07-31 00:00:00","",192,"Expired",""
"c2005-01","NY36M000258","no change","1999-07-31 00:00:00","00:00:00",192,"Expired","Expired"
"c2003-06","OH12C940003","other","1999-09-30 00:00:00","",60,"Expired",""
"c2005-01","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-05","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-07","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-02","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-04","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-05","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-07","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-09","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-01","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-02","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-07","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-09","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-12","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2008-03","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2009-02","OH12C940003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2003-06","OH12C940005","other","1999-09-30 00:00:00","",60,"Expired",""
"c2005-01","OH12C940005","in","2004-11-30 00:00:00","1888 days",122,"Expired","Expired"
"c2005-05","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2005-07","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2006-02","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2006-04","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2006-05","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2006-07","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2006-09","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2007-01","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2007-02","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2007-07","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2007-09","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2007-12","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2008-03","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2009-02","OH12C940005","no change","2004-11-30 00:00:00","00:00:00",122,"Expired","Expired"
"c2003-06","OH12C940006","other","1999-09-30 00:00:00","",60,"Expired",""
"c2005-01","OH12C940006","in","2004-09-30 00:00:00","1827 days",120,"Expired","Expired"
"c2005-05","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2005-07","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-02","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-04","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-05","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-07","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-09","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-01","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-02","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-07","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-09","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-12","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2008-03","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2009-02","OH12C940006","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2003-06","OH12C940009","other","1999-09-30 00:00:00","",60,"Expired",""
"c2005-01","OH12C940009","in","2004-09-30 00:00:00","1827 days",120,"Expired","Expired"
"c2005-05","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2005-07","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-02","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-04","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-05","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-07","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-09","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-01","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-02","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-07","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-09","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2007-12","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2008-03","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2009-02","OH12C940009","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2003-06","OH12C940010","other","1999-09-30 00:00:00","",60,"Expired",""
"c2005-01","OH12C940010","in","2004-06-30 00:00:00","1735 days",117,"Expired","Expired"
"c2005-05","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2005-07","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2006-02","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2006-04","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2006-05","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2006-07","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2006-09","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2007-01","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2007-02","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2007-07","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2007-09","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2007-12","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2008-03","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2009-02","OH12C940010","no change","2004-06-30 00:00:00","00:00:00",117,"Expired","Expired"
"c2003-06","OH12C940011","other","1999-09-30 00:00:00","",60,"Expired",""
"c2005-01","OH12C940011","in","2004-09-30 00:00:00","1827 days",120,"Expired","Expired"
"c2005-05","OH12C940011","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2005-07","OH12C940011","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-02","OH12C940011","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-04","OH12C940011","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2006-05","OH12C940011","no change","2004-09-30 00:00:00","00:00:00",120,"Expired","Expired"
"c2003-06","OH12CS98001","other","1998-12-31 00:00:00","",12,"Expired",""
"c2005-01","OH12CS98001","in","2004-09-30 00:00:00","2100 days",81,"Expired","Expired"
"c2005-05","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2005-07","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2006-02","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2006-04","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2006-05","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2006-07","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2006-09","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2007-01","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2007-02","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2007-07","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2007-09","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2007-12","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2008-03","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2009-02","OH12CS98001","no change","2004-09-30 00:00:00","00:00:00",81,"Expired","Expired"
"c2003-06","OK56C940032","other","1999-07-31 00:00:00","",60,"Expired",""
"c2005-01","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-05","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-07","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-02","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-04","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-05","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-07","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-09","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-01","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-02","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-07","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-09","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-12","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2008-03","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2009-02","OK56C940032","no change","1999-07-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2003-06","OK56CS94045","other","1999-10-31 00:00:00","",60,"Expired",""
"c2005-01","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-05","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-07","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-02","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-04","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-05","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-07","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-09","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-01","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-02","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-07","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-09","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-12","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2008-03","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2009-02","OK56CS94045","no change","1999-10-31 00:00:00","00:00:00",60,"Expired","Expired"
"c2003-06","OR16CS94003","other","1999-09-30 00:00:00","",60,"Expired",""
"c2005-01","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-05","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2005-07","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-02","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-04","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-05","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-07","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2006-09","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-01","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-02","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-07","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
"c2007-09","OR16CS94003","no change","1999-09-30 00:00:00","00:00:00",60,"Expired","Expired"
