"snapshot_id","contract_number","decision","expiration_extended_test","status_test","expiration_passed_test","tracs_overall_expiration_date","previous_expiration_date","time_diff","contract_term_months_qty","tracs_status_name","previous_status"
"c2014-11","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-03","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-04","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-05","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-10","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-11","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-12","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-01","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-04","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-09","PA280019001","no change","no change","no change","no change","2021-07-28 00:00:00","2021-07-28 00:00:00","00:00:00",240,"Active              ","Active"
"c2003-06","PA280535204","first","first","first","ok","2005-01-17 00:00:00","","",60,"Active              ",""
"c2005-01","PA280535204","in","extended","no change","no change","2010-01-17 00:00:00","2005-01-17 00:00:00","1826 days",60,"Active              ","Active"
"c2005-05","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2005-07","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-02","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-04","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-05","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-07","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-09","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-01","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-02","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-09","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-12","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2008-03","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2009-02","PA280535204","no change","no change","no change","no change","2010-01-17 00:00:00","2010-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2011-09","PA280535204","in","extended","no change","no change","2015-01-17 00:00:00","2010-01-17 00:00:00","1826 days",60,"Active              ","Active"
"c2013-09","PA280535204","no change","no change","no change","no change","2015-01-17 00:00:00","2015-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2014-10","PA280535204","no change","no change","no change","no change","2015-01-17 00:00:00","2015-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2014-11","PA280535204","no change","no change","no change","no change","2015-01-17 00:00:00","2015-01-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2015-03","PA280535204","in","extended","no change","no change","2016-01-17 00:00:00","2015-01-17 00:00:00","365 days",12,"Active              ","Active"
"c2015-04","PA280535204","no change","no change","no change","no change","2016-01-17 00:00:00","2016-01-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-05","PA280535204","no change","no change","no change","no change","2016-01-17 00:00:00","2016-01-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-08","PA280535204","no change","no change","no change","no change","2016-01-17 00:00:00","2016-01-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-10","PA280535204","no change","no change","no change","no change","2016-01-17 00:00:00","2016-01-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-11","PA280535204","no change","no change","no change","no change","2016-01-17 00:00:00","2016-01-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-12","PA280535204","no change","no change","no change","no change","2016-01-17 00:00:00","2016-01-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-01","PA280535204","out","no change","out","no change","2016-01-17 00:00:00","2016-01-17 00:00:00","00:00:00",12,"Expired             ","Active"
"c2016-04","PA280535204","suspicious","extended","restored","no change","2036-01-17 00:00:00","2016-01-17 00:00:00","7305 days",240,"Active              ","Expired"
"c2016-05","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-09","PA280535204","no change","no change","no change","no change","2036-01-17 00:00:00","2036-01-17 00:00:00","00:00:00",240,"Active              ","Active"
"c2003-06","PA28H084072","first","first","first","ok","2013-05-12 00:00:00","","",360,"Active              ",""
"c2005-01","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2005-05","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2005-07","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-02","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-04","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-05","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-07","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2006-09","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-01","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-02","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-07","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-09","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2007-12","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2008-03","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2009-02","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2011-09","PA28H084072","no change","no change","no change","no change","2013-05-12 00:00:00","2013-05-12 00:00:00","00:00:00",360,"Active              ","Active"
"c2013-09","PA28H084072","in","extended","no change","no change","2033-05-12 00:00:00","2013-05-12 00:00:00","7305 days",240,"Active              ","Active"
"c2014-10","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2014-11","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-03","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-04","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-05","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-10","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-11","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-12","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-01","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-04","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-09","PA28H084072","no change","no change","no change","no change","2033-05-12 00:00:00","2033-05-12 00:00:00","00:00:00",240,"Active              ","Active"
"c2003-06","PA28L000217","first","first","first","ok","2003-09-30 00:00:00","","",35,"Active              ",""
"c2005-01","PA28L000217","in","extended","no change","no change","2023-11-30 00:00:00","2003-09-30 00:00:00","7366 days",240,"Active              ","Active"
"c2005-05","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2005-07","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-02","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-04","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-05","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-07","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-09","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-01","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-02","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-07","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-09","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-12","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2008-03","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2009-02","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2011-09","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2013-09","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2014-10","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2014-11","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-03","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-04","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-05","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-10","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-11","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-12","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-01","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-04","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-09","PA28L000217","no change","no change","no change","no change","2023-11-30 00:00:00","2023-11-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-07","PA28L000285","first","first","first","ok","2021-08-31 00:00:00","","",207,"Active              ",""
"c2006-09","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2007-01","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2007-02","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2007-07","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2007-09","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2007-12","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2008-03","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2009-02","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2011-09","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2013-09","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2014-10","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2014-11","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2015-03","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2015-04","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2015-05","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2015-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2015-10","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2015-11","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2015-12","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-01","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-04","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-05","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-05","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-05","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-05","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-08","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2016-09","PA28L000285","no change","no change","no change","no change","2021-08-31 00:00:00","2021-08-31 00:00:00","00:00:00",207,"Active              ","Active"
"c2003-06","PA28M000107","first","first","first","ok","2004-04-30 00:00:00","","",48,"Active              ",""
"c2005-01","PA28M000107","in","extended","no change","no change","2009-08-31 00:00:00","2004-04-30 00:00:00","1949 days",60,"Active              ","Active"
"c2005-05","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2005-07","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-02","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-04","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-05","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-07","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-09","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-01","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-02","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","PA28M000107","no change","no change","no change","no change","2009-08-31 00:00:00","2009-08-31 00:00:00","00:00:00",60,"Active              ","Active"
