"snapshot_id","contract_number","decision","expiration_extended_test","status_test","expiration_passed_test","tracs_overall_expiration_date","previous_expiration_date","time_diff","contract_term_months_qty","tracs_status_name","previous_status"
"c2007-01","AK06S031001","first","first","first","ok","2011-08-17 00:00:00","","",60,"Active              ",""
"c2007-02","AK06S031001","no change","no change","no change","no change","2011-08-17 00:00:00","2011-08-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","AK06S031001","no change","no change","no change","no change","2011-08-17 00:00:00","2011-08-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-09","AK06S031001","no change","no change","no change","no change","2011-08-17 00:00:00","2011-08-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-12","AK06S031001","no change","no change","no change","no change","2011-08-17 00:00:00","2011-08-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2008-03","AK06S031001","no change","no change","no change","no change","2011-08-17 00:00:00","2011-08-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2009-02","AK06S031001","no change","no change","no change","no change","2011-08-17 00:00:00","2011-08-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2011-09","AK06S031001","no change","no change","no change","flag","2011-08-17 00:00:00","2011-08-17 00:00:00","00:00:00",60,"Active              ","Active"
"c2013-09","AK06S031001","out","extended","out","no change","2013-08-17 00:00:00","2011-08-17 00:00:00","731 days",12,"Expired             ","Active"
"c2014-10","AK06S031001","suspicious","extended","restored","flag","2015-08-17 00:00:00","2013-08-17 00:00:00","730 days",12,"Active              ","Expired"
"c2014-11","AK06S031001","no change","no change","no change","no change","2015-08-17 00:00:00","2015-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-03","AK06S031001","no change","no change","no change","no change","2015-08-17 00:00:00","2015-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-04","AK06S031001","no change","no change","no change","no change","2015-08-17 00:00:00","2015-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-05","AK06S031001","no change","no change","no change","no change","2015-08-17 00:00:00","2015-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-08","AK06S031001","out","no change","out","no change","2015-08-17 00:00:00","2015-08-17 00:00:00","00:00:00",12,"Expired             ","Active"
"c2015-10","AK06S031001","no change","no change","no change","flag","2015-08-17 00:00:00","2015-08-17 00:00:00","00:00:00",12,"Expired             ","Expired"
"c2015-11","AK06S031001","suspicious","extended","restored","flag","2016-08-17 00:00:00","2015-08-17 00:00:00","366 days",12,"Active              ","Expired"
"c2015-12","AK06S031001","no change","no change","no change","no change","2016-08-17 00:00:00","2016-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-01","AK06S031001","no change","no change","no change","no change","2016-08-17 00:00:00","2016-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-04","AK06S031001","no change","no change","no change","no change","2016-08-17 00:00:00","2016-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AK06S031001","no change","no change","no change","no change","2016-08-17 00:00:00","2016-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AK06S031001","no change","no change","no change","no change","2016-08-17 00:00:00","2016-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AK06S031001","no change","no change","no change","no change","2016-08-17 00:00:00","2016-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AK06S031001","no change","no change","no change","no change","2016-08-17 00:00:00","2016-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AK06S031001","in","extended","no change","no change","2017-08-17 00:00:00","2016-08-17 00:00:00","365 days",12,"Active              ","Active"
"c2016-08","AK06S031001","no change","no change","no change","no change","2017-08-17 00:00:00","2017-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AK06S031001","no change","no change","no change","no change","2017-08-17 00:00:00","2017-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AK06S031001","in","extended","no change","no change","2017-08-17 00:00:00","2016-08-17 00:00:00","365 days",12,"Active              ","Active"
"c2016-08","AK06S031001","no change","no change","no change","no change","2017-08-17 00:00:00","2017-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AK06S031001","no change","no change","no change","no change","2017-08-17 00:00:00","2017-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AK06S031001","in","extended","no change","no change","2017-08-17 00:00:00","2016-08-17 00:00:00","365 days",12,"Active              ","Active"
"c2016-08","AK06S031001","no change","no change","no change","no change","2017-08-17 00:00:00","2017-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AK06S031001","no change","no change","no change","no change","2017-08-17 00:00:00","2017-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-09","AK06S031001","no change","no change","no change","no change","2017-08-17 00:00:00","2017-08-17 00:00:00","00:00:00",12,"Active              ","Active"
"c2003-06","AL09R000006","first","first","first","ok","2004-02-06 00:00:00","","",336,"Active              ",""
"c2005-01","AL09R000006","in","extended","no change","no change","2009-02-06 00:00:00","2004-02-06 00:00:00","1827 days",399,"Active              ","Active"
"c2005-05","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2005-07","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2006-02","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2006-04","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2006-05","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2006-07","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2006-09","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2007-01","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2007-02","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2007-07","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2007-09","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2007-12","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2008-03","AL09R000006","no change","no change","no change","no change","2009-02-06 00:00:00","2009-02-06 00:00:00","00:00:00",399,"Active              ","Active"
"c2009-02","AL09R000006","in","extended","no change","no change","2014-02-06 00:00:00","2009-02-06 00:00:00","1826 days",60,"Active              ","Active"
"c2011-09","AL09R000006","no change","no change","no change","no change","2014-02-06 00:00:00","2014-02-06 00:00:00","00:00:00",60,"Active              ","Active"
"c2013-09","AL09R000006","no change","no change","no change","no change","2014-02-06 00:00:00","2014-02-06 00:00:00","00:00:00",60,"Active              ","Active"
"c2014-10","AL09R000006","in","extended","no change","no change","2034-02-06 00:00:00","2014-02-06 00:00:00","7305 days",240,"Active              ","Active"
"c2014-11","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-03","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-04","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-05","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-10","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-11","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-12","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-01","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-04","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-09","AL09R000006","no change","no change","no change","no change","2034-02-06 00:00:00","2034-02-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-02","AL09S021001","first","first","first","ok","2010-07-10 00:00:00","","",60,"Active              ",""
"c2006-04","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-05","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-07","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-09","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-01","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-02","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-09","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-12","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2008-03","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2009-02","AL09S021001","no change","no change","no change","no change","2010-07-10 00:00:00","2010-07-10 00:00:00","00:00:00",60,"Active              ","Active"
"c2011-09","AL09S021001","in","extended","no change","flag","2011-07-10 00:00:00","2010-07-10 00:00:00","365 days",12,"Active              ","Active"
"c2013-09","AL09S021001","in","extended","no change","flag","2014-07-10 00:00:00","2011-07-10 00:00:00","1096 days",12,"Active              ","Active"
"c2014-10","AL09S021001","out","no change","out","flag","2014-07-10 00:00:00","2014-07-10 00:00:00","00:00:00",12,"Expired             ","Active"
"c2014-11","AL09S021001","suspicious","extended","restored","flag","2015-07-10 00:00:00","2014-07-10 00:00:00","365 days",12,"Active              ","Expired"
"c2015-03","AL09S021001","no change","no change","no change","no change","2015-07-10 00:00:00","2015-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-04","AL09S021001","no change","no change","no change","no change","2015-07-10 00:00:00","2015-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-05","AL09S021001","no change","no change","no change","no change","2015-07-10 00:00:00","2015-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-08","AL09S021001","in","extended","no change","no change","2016-07-10 00:00:00","2015-07-10 00:00:00","366 days",12,"Active              ","Active"
"c2015-10","AL09S021001","no change","no change","no change","no change","2016-07-10 00:00:00","2016-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-11","AL09S021001","no change","no change","no change","no change","2016-07-10 00:00:00","2016-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-12","AL09S021001","no change","no change","no change","no change","2016-07-10 00:00:00","2016-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-01","AL09S021001","no change","no change","no change","no change","2016-07-10 00:00:00","2016-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-04","AL09S021001","no change","no change","no change","no change","2016-07-10 00:00:00","2016-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AL09S021001","no change","no change","no change","no change","2016-07-10 00:00:00","2016-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AL09S021001","no change","no change","no change","no change","2016-07-10 00:00:00","2016-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AL09S021001","no change","no change","no change","no change","2016-07-10 00:00:00","2016-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AL09S021001","no change","no change","no change","no change","2016-07-10 00:00:00","2016-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AL09S021001","in","extended","no change","no change","2017-07-10 00:00:00","2016-07-10 00:00:00","365 days",12,"Active              ","Active"
"c2016-08","AL09S021001","no change","no change","no change","no change","2017-07-10 00:00:00","2017-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AL09S021001","no change","no change","no change","no change","2017-07-10 00:00:00","2017-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AL09S021001","in","extended","no change","no change","2017-07-10 00:00:00","2016-07-10 00:00:00","365 days",12,"Active              ","Active"
"c2016-08","AL09S021001","no change","no change","no change","no change","2017-07-10 00:00:00","2017-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AL09S021001","no change","no change","no change","no change","2017-07-10 00:00:00","2017-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AL09S021001","in","extended","no change","no change","2017-07-10 00:00:00","2016-07-10 00:00:00","365 days",12,"Active              ","Active"
"c2016-08","AL09S021001","no change","no change","no change","no change","2017-07-10 00:00:00","2017-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AL09S021001","no change","no change","no change","no change","2017-07-10 00:00:00","2017-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-09","AL09S021001","no change","no change","no change","no change","2017-07-10 00:00:00","2017-07-10 00:00:00","00:00:00",12,"Active              ","Active"
"c2003-06","AR37H252013","first","first","first","ok","2003-09-06 00:00:00","","",240,"Active              ",""
"c2005-01","AR37H252013","in","extended","no change","no change","2023-09-06 00:00:00","2003-09-06 00:00:00","7305 days",240,"Active              ","Active"
"c2005-05","AR37H252013","no change","no change","no change","no change","2023-09-06 00:00:00","2023-09-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2005-07","AR37H252013","no change","no change","no change","no change","2023-09-06 00:00:00","2023-09-06 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-02","AR37H252013","suspicious","reduced","no change","no change","2008-09-30 00:00:00","2023-09-06 00:00:00","-5454 days",240,"Active              ","Active"
"c2006-04","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-05","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-07","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2006-09","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-01","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-02","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-07","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-09","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2007-12","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2008-03","AR37H252013","no change","no change","no change","no change","2008-09-30 00:00:00","2008-09-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2009-02","AR37H252013","in","extended","no change","no change","2013-09-30 00:00:00","2008-09-30 00:00:00","1826 days",60,"Active              ","Active"
"c2011-09","AR37H252013","no change","no change","no change","no change","2013-09-30 00:00:00","2013-09-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2013-09","AR37H252013","no change","no change","no change","no change","2013-09-30 00:00:00","2013-09-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2014-10","AR37H252013","in","extended","no change","flag","2014-09-30 00:00:00","2013-09-30 00:00:00","365 days",12,"Active              ","Active"
"c2014-11","AR37H252013","in","extended","no change","flag","2014-12-31 00:00:00","2014-09-30 00:00:00","92 days",3,"Active              ","Active"
"c2015-03","AR37H252013","in","extended","no change","no change","2015-03-31 00:00:00","2014-12-31 00:00:00","90 days",3,"Active              ","Active"
"c2015-04","AR37H252013","out","no change","out","flag","2015-03-31 00:00:00","2015-03-31 00:00:00","00:00:00",3,"Expired             ","Active"
"c2015-05","AR37H252013","suspicious","extended","restored","flag","2035-03-31 00:00:00","2015-03-31 00:00:00","7305 days",240,"Active              ","Expired"
"c2015-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-10","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-11","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-12","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-01","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-04","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-09","AR37H252013","no change","no change","no change","no change","2035-03-31 00:00:00","2035-03-31 00:00:00","00:00:00",240,"Active              ","Active"
"c2003-06","AR37M000042","first","first","first","ok","2004-06-30 00:00:00","","",252,"Active              ",""
"c2005-01","AR37M000042","in","extended","no change","no change","2009-06-30 00:00:00","2004-06-30 00:00:00","1826 days",60,"Active              ","Active"
"c2005-05","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2005-07","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-02","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-04","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-05","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-07","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-09","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-01","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-02","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-09","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-12","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2008-03","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2009-02","AR37M000042","no change","no change","no change","no change","2009-06-30 00:00:00","2009-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2011-09","AR37M000042","in","extended","no change","no change","2014-06-30 00:00:00","2009-06-30 00:00:00","1826 days",60,"Active              ","Active"
"c2013-09","AR37M000042","no change","no change","no change","no change","2014-06-30 00:00:00","2014-06-30 00:00:00","00:00:00",60,"Active              ","Active"
"c2014-10","AR37M000042","in","extended","no change","no change","2034-06-30 00:00:00","2014-06-30 00:00:00","7305 days",240,"Active              ","Active"
"c2014-11","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-03","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-04","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-05","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-10","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-11","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-12","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-01","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-04","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
